"Date","jurisdiction","Daily Case Rate / 100,000","Seven-day Average Case Rate"
2021-01-08,"Central Utah",113.5,112.1
2021-01-08,"Davis County",78.8,95.5
2021-01-08,"Salt Lake County",77.3,89
2021-01-08,"San Juan",65.3,106.4
2021-01-08,"Southeast Utah",57.2,52.9
2021-01-08,"Southwest Utah",91.7,105.4
2021-01-08,"Summit County",132.9,131.9
2021-01-08,"Tooele County",73.3,85.8
2021-01-08,"TriCounty",44.2,62.6
2021-01-08,"Utah County",87.2,122.8
2021-01-08,"Wasatch County",126.1,99.3
2021-01-08,"Weber-Morgan",88.1,102.5
2021-01-09,"Bear River",55.1,87.9
2021-01-09,"Central Utah",53.7,115.4
2021-01-09,"Davis County",49.2,94.9
2021-01-09,"Salt Lake County",80.8,93.5
2021-01-09,"San Juan",65.3,107.3
2021-01-09,"Southeast Utah",22.4,54
2021-01-09,"Southwest Utah",62.3,104.7
2021-01-09,"Summit County",132.9,147.1
2021-01-09,"Tooele County",70.6,88.8
2021-01-09,"TriCounty",24.7,61.6
2021-01-09,"Utah County",77,121.9
2021-01-09,"Wasatch County",93.9,108.5
2021-01-09,"Weber-Morgan",86.7,107.2
2021-01-10,"Bear River",19.8,81.7
2021-01-10,"Central Utah",11,112.3
2021-01-10,"Davis County",31.5,90.7
2021-01-10,"Salt Lake County",43.4,91
2021-01-10,"San Juan",78.4,98.9
2021-01-10,"Southeast Utah",19.9,51.5
2021-01-10,"Southwest Utah",51.2,100.2
2021-01-10,"Summit County",175.6,157.3
2021-01-10,"Tooele County",76.1,90.3
2021-01-10,"TriCounty",19.4,58.3
2021-01-10,"Utah County",56.7,118.8
2021-01-10,"Wasatch County",70.4,102.7
2021-01-10,"Weber-Morgan",48.8,103.4
2021-01-11,"Bear River",42.3,75.1
2021-01-11,"Central Utah",70.8,110.2
2021-01-11,"Davis County",69.2,87.5
2021-01-11,"Salt Lake County",66.1,86.3
2021-01-11,"San Juan",58.8,92.4
2021-01-11,"Southeast Utah",44.7,46.2
2021-01-11,"Southwest Utah",72.2,93.9
2021-01-11,"Summit County",66.4,146.4
2021-01-11,"Tooele County",45.7,85
2021-01-11,"TriCounty",75.9,59.8
2021-01-11,"Utah County",78.9,110.2
2021-01-11,"Wasatch County",55.7,101.4
2021-01-11,"Weber-Morgan",57.6,98.1
2021-01-12,"Bear River",148.8,76.2
2021-01-12,"Central Utah",72,80
2021-01-12,"Davis County",80.5,81.2
2021-01-12,"Salt Lake County",70.3,82.3
2021-01-12,"San Juan",169.8,96.1
2021-01-12,"Southeast Utah",54.7,46.5
2021-01-12,"Southwest Utah",107.9,90.9
2021-01-12,"Summit County",161.3,145.8
2021-01-12,"Tooele County",66.4,79.7
2021-01-12,"TriCounty",45.9,50.7
2021-01-12,"Utah County",110.8,109.3
2021-01-12,"Wasatch County",161.3,113.6
2021-01-12,"Weber-Morgan",91.4,90.9
2021-01-13,"Bear River",70.7,70.4
2021-01-13,"Central Utah",104.9,77.4
2021-01-13,"Davis County",81,72.9
2021-01-13,"Salt Lake County",76.8,74.2
2021-01-13,"San Juan",137.2,102.7
2021-01-13,"Southeast Utah",49.7,45.1
2021-01-13,"Southwest Utah",81.3,83.7
2021-01-13,"Summit County",132.9,138
2021-01-13,"Tooele County",95.5,79.3
2021-01-13,"TriCounty",26.5,44.9
2021-01-13,"Utah County",110,95.4
2021-01-13,"Wasatch County",117.3,112.3
2021-01-13,"Weber-Morgan",81.5,84.3
2021-01-14,"Bear River",72.3,66.9
2021-01-14,"Central Utah",80.5,72.3
2021-01-14,"Davis County",69.8,65.7
2021-01-14,"Salt Lake County",75.1,70
2021-01-14,"San Juan",104.5,97.1
2021-01-14,"Southeast Utah",54.7,43.3
2021-01-14,"Southwest Utah",69.4,76.6
2021-01-14,"Summit County",128.1,132.9
2021-01-14,"Tooele County",66.4,70.6
2021-01-14,"TriCounty",37.1,39.1
2021-01-14,"Utah County",81.4,86
2021-01-14,"Wasatch County",85.1,101.4
2021-01-14,"Weber-Morgan",75.3,75.6
2021-01-15,"Bear River",51.4,65.8
2021-01-15,"Central Utah",48.8,63.1
2021-01-15,"Davis County",55.7,62.4
2021-01-15,"Salt Lake County",66.4,68.4
2021-01-15,"San Juan",117.6,104.5
2021-01-15,"Southeast Utah",32.3,39.8
2021-01-15,"Southwest Utah",65.5,72.8
2021-01-15,"Summit County",116.3,130.5
2021-01-15,"Tooele County",51.2,67.4
2021-01-15,"TriCounty",37.1,38.1
2021-01-15,"Utah County",81.3,85.2
2021-01-15,"Wasatch County",88,96
2021-01-15,"Weber-Morgan",70.1,73.1
2021-01-16,"Bear River",35.3,62.9
2021-01-16,"Central Utah",28.1,59.4
2021-01-16,"Davis County",36.6,60.6
2021-01-16,"Salt Lake County",56.8,65
2021-01-16,"San Juan",91.5,108.3
2021-01-16,"Southeast Utah",32.3,41.2
2021-01-16,"Southwest Utah",61.5,72.7
2021-01-16,"Summit County",87.8,124.1
2021-01-16,"Tooele County",37.4,62.7
2021-01-16,"TriCounty",14.1,36.6
2021-01-16,"Utah County",49.7,81.3
2021-01-16,"Wasatch County",67.5,92.2
2021-01-16,"Weber-Morgan",37.5,66
2021-01-17,"Bear River",24.1,63.5
2021-01-17,"Central Utah",11,59.4
2021-01-17,"Davis County",16,58.4
2021-01-17,"Salt Lake County",41.9,64.8
2021-01-17,"San Juan",19.6,99.9
2021-01-17,"Southeast Utah",12.4,40.1
2021-01-17,"Southwest Utah",33.7,70.2
2021-01-17,"Summit County",54.6,106.8
2021-01-17,"Tooele County",22.1,55
2021-01-17,"TriCounty",7.1,34.8
2021-01-17,"Utah County",36.3,78.3
2021-01-17,"Wasatch County",67.5,91.8
2021-01-17,"Weber-Morgan",28.6,63.2
2021-01-18,"Bear River",30.5,61.9
2021-01-18,"Central Utah",39,54.9
2021-01-18,"Davis County",45,54.9
2021-01-18,"Salt Lake County",36.2,60.5
2021-01-18,"San Juan",45.7,98
2021-01-18,"Southeast Utah",32.3,38.4
2021-01-18,"Southwest Utah",45.6,66.4
2021-01-18,"Summit County",83,109.1
2021-01-18,"Tooele County",24.9,52
2021-01-18,"TriCounty",26.5,27.8
2021-01-18,"Utah County",49,74.1
2021-01-18,"Wasatch County",35.2,88.8
2021-01-18,"Weber-Morgan",37.8,60.3
2021-01-19,"Bear River",61.6,49.4
2021-01-19,"Central Utah",67.1,54.2
2021-01-19,"Davis County",68.6,53.2
2021-01-19,"Salt Lake County",54.5,58.2
2021-01-19,"San Juan",91.5,86.8
2021-01-19,"Southeast Utah",44.7,36.9
2021-01-19,"Southwest Utah",91.3,64
2021-01-19,"Summit County",118.6,103
2021-01-19,"Tooele County",62.3,51.4
2021-01-19,"TriCounty",26.5,25
2021-01-19,"Utah County",75,69
2021-01-19,"Wasatch County",123.2,83.4
2021-01-19,"Weber-Morgan",74.9,58
2021-01-20,"Bear River",50.3,46.5
2021-01-20,"Central Utah",108.6,54.7
2021-01-20,"Davis County",61,50.4
2021-01-20,"Salt Lake County",66.8,56.8
2021-01-20,"San Juan",91.5,80.3
2021-01-20,"Southeast Utah",49.7,36.9
2021-01-20,"Southwest Utah",74.2,63
2021-01-20,"Summit County",75.9,94.9
2021-01-20,"Tooele County",49.8,44.9
2021-01-20,"TriCounty",38.9,26.7
2021-01-20,"Utah County",58.9,61.7
2021-01-20,"Wasatch County",114.4,83
2021-01-20,"Weber-Morgan",68.3,56.1
2021-01-21,"Bear River",92.1,49.3
2021-01-21,"Central Utah",81.8,54.9
2021-01-21,"Davis County",67.5,50.1
2021-01-21,"Salt Lake County",68.5,55.9
2021-01-21,"San Juan",91.5,78.4
2021-01-21,"Southeast Utah",59.7,37.6
2021-01-21,"Southwest Utah",82.5,64.9
2021-01-21,"Summit County",106.8,91.9
2021-01-21,"Tooele County",63.7,44.5
2021-01-21,"TriCounty",33.6,26.2
2021-01-21,"Utah County",123.4,67.7
2021-01-21,"Wasatch County",73.3,81.3
2021-01-21,"Weber-Morgan",69.8,55.3
2021-01-22,"Bear River",48.2,48.9
2021-01-22,"Central Utah",51.2,55.3
2021-01-22,"Davis County",56.5,50.2
2021-01-22,"Salt Lake County",53.9,54.1
2021-01-22,"San Juan",65.3,70.9
2021-01-22,"Southeast Utah",39.8,38.7
2021-01-22,"Southwest Utah",61.5,64.3
2021-01-22,"Summit County",111.5,91.2
2021-01-22,"Tooele County",24.9,40.7
2021-01-22,"TriCounty",24.7,24.5
2021-01-22,"Utah County",55.8,64
2021-01-22,"Wasatch County",73.3,79.2
2021-01-22,"Weber-Morgan",58.8,53.7
2021-01-23,"Bear River",45.5,50.3
2021-01-23,"Central Utah",31.7,55.8
2021-01-23,"Davis County",45.6,51.5
2021-01-23,"Salt Lake County",44.5,52.3
2021-01-23,"San Juan",45.7,64.4
2021-01-23,"Southeast Utah",17.4,36.6
2021-01-23,"Southwest Utah",51.2,62.9
2021-01-23,"Summit County",83,90.5
2021-01-23,"Tooele County",47.1,42.1
2021-01-23,"TriCounty",33.6,27.2
2021-01-23,"Utah County",53,64.5
2021-01-23,"Wasatch County",61.6,78.4
2021-01-23,"Weber-Morgan",45.9,54.9
2021-01-24,"Bear River",20.9,49.9
2021-01-24,"Central Utah",8.5,55.4
2021-01-24,"Davis County",17.2,51.6
2021-01-24,"Salt Lake County",28.1,50.4
2021-01-24,"San Juan",45.7,68.1
2021-01-24,"Southeast Utah",17.4,37.3
2021-01-24,"Southwest Utah",34.9,63
2021-01-24,"Summit County",59.3,91.2
2021-01-24,"Tooele County",24.9,42.5
2021-01-24,"TriCounty",12.4,28
2021-01-24,"Utah County",25.3,62.9
2021-01-24,"Wasatch County",29.3,72.9
2021-01-24,"Weber-Morgan",32.7,55.4
2021-01-25,"Bear River",47.1,52.2
2021-01-25,"Central Utah",43.9,56.1
2021-01-25,"Davis County",45.6,51.7
2021-01-25,"Salt Lake County",38.9,50.7
2021-01-25,"San Juan",6.5,62.5
2021-01-25,"Southeast Utah",37.3,38
2021-01-25,"Southwest Utah",53.6,64.2
2021-01-25,"Summit County",54.6,87.1
2021-01-25,"Tooele County",26.3,42.7
2021-01-25,"TriCounty",60,32.8
2021-01-25,"Utah County",54.1,63.6
2021-01-25,"Wasatch County",73.3,78.4
2021-01-25,"Weber-Morgan",29,54.2
2021-01-26,"Bear River",74.9,54.1
2021-01-26,"Central Utah",83,58.4
2021-01-26,"Davis County",67.8,51.6
2021-01-26,"Salt Lake County",55.4,50.9
2021-01-26,"San Juan",45.7,56
2021-01-26,"Southeast Utah",37.3,36.9
2021-01-26,"Southwest Utah",80.1,62.6
2021-01-26,"Summit County",92.5,83.4
2021-01-26,"Tooele County",22.1,37
2021-01-26,"TriCounty",53,36.6
2021-01-26,"Utah County",69.2,62.8
2021-01-26,"Wasatch County",93.9,74.2
2021-01-26,"Weber-Morgan",48.5,50.4
2021-01-27,"Bear River",47.6,53.8
2021-01-27,"Central Utah",54.9,50.7
2021-01-27,"Davis County",55.4,50.8
2021-01-27,"Salt Lake County",48.8,48.3
2021-01-27,"San Juan",6.5,43.9
2021-01-27,"Southeast Utah",39.8,35.5
2021-01-27,"Southwest Utah",63.1,61
2021-01-27,"Summit County",54.6,80.3
2021-01-27,"Tooele County",63.7,38.9
2021-01-27,"TriCounty",51.2,38.3
2021-01-27,"Utah County",71.4,64.6
2021-01-27,"Wasatch County",64.5,67
2021-01-27,"Weber-Morgan",43,46.8
2021-01-28,"Bear River",40.7,46.4
2021-01-28,"Central Utah",41.5,45
2021-01-28,"Davis County",35.2,46.2
2021-01-28,"Salt Lake County",45,44.9
2021-01-28,"San Juan",19.6,33.6
2021-01-28,"Southeast Utah",34.8,32
2021-01-28,"Southwest Utah",60.3,57.8
2021-01-28,"Summit County",56.9,73.2
2021-01-28,"Tooele County",55.4,37.8
2021-01-28,"TriCounty",26.5,37.3
2021-01-28,"Utah County",55.6,54.9
2021-01-28,"Wasatch County",67.5,66.2
2021-01-28,"Weber-Morgan",44.8,43.2
2021-01-29,"Bear River",39.6,45.2
2021-01-29,"Central Utah",34.2,42.5
2021-01-29,"Davis County",48.7,45
2021-01-29,"Salt Lake County",43.1,43.4
2021-01-29,"San Juan",26.1,28
2021-01-29,"Southeast Utah",27.3,30.2
2021-01-29,"Southwest Utah",44,55.3
2021-01-29,"Summit County",61.7,66.1
2021-01-29,"Tooele County",44.3,40.5
2021-01-29,"TriCounty",15.9,36.1
2021-01-29,"Utah County",56.1,54.9
2021-01-29,"Wasatch County",85.1,67.9
2021-01-29,"Weber-Morgan",44.8,41.2
2021-01-30,"Bear River",27.3,42.6
2021-01-30,"Central Utah",15.9,40.3
2021-01-30,"Davis County",41.6,44.5
2021-01-30,"Salt Lake County",37.2,42.3
2021-01-30,"San Juan",6.5,22.4
2021-01-30,"Southeast Utah",24.9,31.2
2021-01-30,"Southwest Utah",34.9,53
2021-01-30,"Summit County",59.3,62.7
2021-01-30,"Tooele County",23.5,37.2
2021-01-30,"TriCounty",30,35.6
2021-01-30,"Utah County",44.5,53.7
2021-01-30,"Wasatch County",26.4,62.9
2021-01-30,"Weber-Morgan",34.5,39.6
2021-01-31,"Bear River",15.5,41.8
2021-01-31,"Central Utah",1.2,39.2
2021-01-31,"Davis County",13.2,43.9
2021-01-31,"Salt Lake County",20.3,41.2
2021-01-31,"San Juan",19.6,18.7
2021-01-31,"Southeast Utah",22.4,32
2021-01-31,"Southwest Utah",27,51.9
2021-01-31,"Summit County",14.2,56.3
2021-01-31,"Tooele County",18,36.2
2021-01-31,"TriCounty",8.8,35.1
2021-01-31,"Utah County",17,52.5
2021-01-31,"Wasatch County",46.9,65.4
2021-01-31,"Weber-Morgan",16.2,37.2
2021-02-01,"Bear River",39.6,40.8
2021-02-01,"Central Utah",24.4,36.4
2021-02-01,"Davis County",30.9,41.8
2021-02-01,"Salt Lake County",39.5,41.3
2021-02-01,"San Juan",6.5,18.7
2021-02-01,"Southeast Utah",101.9,41.2
2021-02-01,"Southwest Utah",29.8,48.5
2021-02-01,"Summit County",47.5,55.3
2021-02-01,"Tooele County",38.7,38
2021-02-01,"TriCounty",33.6,31.3
2021-02-01,"Utah County",44.5,51.2
2021-02-01,"Wasatch County",26.4,58.7
2021-02-01,"Weber-Morgan",21.7,36.2
2021-02-02,"Bear River",65.8,39.5
2021-02-02,"Central Utah",73.2,35
2021-02-02,"Davis County",48.7,39.1
2021-02-02,"Salt Lake County",45.8,39.9
2021-02-02,"San Juan",19.6,14.9
2021-02-02,"Southeast Utah",37.3,41.2
2021-02-02,"Southwest Utah",50,44.2
2021-02-02,"Summit County",61.7,50.8
2021-02-02,"Tooele County",38.7,40.3
2021-02-02,"TriCounty",37.1,29
2021-02-02,"Utah County",56.3,49.3
2021-02-02,"Wasatch County",44,51.5
2021-02-02,"Weber-Morgan",38.2,34.7
2021-02-03,"Bear River",32.7,37.3
2021-02-03,"Central Utah",35.4,32.2
2021-02-03,"Davis County",45.6,37.7
2021-02-03,"Salt Lake County",37.7,38.4
2021-02-03,"San Juan",6.5,14.9
2021-02-03,"Southeast Utah",54.7,43.3
2021-02-03,"Southwest Utah",47.2,41.9
2021-02-03,"Summit County",59.3,51.5
2021-02-03,"Tooele County",36,36.4
2021-02-03,"TriCounty",23,25
2021-02-03,"Utah County",43.9,45.4
2021-02-03,"Wasatch County",26.4,46.1
2021-02-03,"Weber-Morgan",30.1,32.9
2021-02-04,"Bear River",33.7,36.3
2021-02-04,"Central Utah",45.1,32.8
2021-02-04,"Davis County",36.6,37.9
2021-02-04,"Salt Lake County",37.5,37.3
2021-02-04,"San Juan",6.5,13.1
2021-02-04,"Southeast Utah",12.4,40.1
2021-02-04,"Southwest Utah",36.1,38.4
2021-02-04,"Summit County",26.1,47.1
2021-02-04,"Tooele County",42.9,34.6
2021-02-04,"TriCounty",31.8,25.7
2021-02-04,"Utah County",47,44.2
2021-02-04,"Wasatch County",38.1,41.9
2021-02-04,"Weber-Morgan",31.9,31.1
2021-02-05,"Bear River",42.3,36.7
2021-02-05,"Central Utah",19.5,30.7
2021-02-05,"Davis County",47.8,37.8
2021-02-05,"Salt Lake County",35.8,36.2
2021-02-05,"San Juan",19.6,12.1
2021-02-05,"Southeast Utah",14.9,38.4
2021-02-05,"Southwest Utah",46.8,38.8
2021-02-05,"Summit County",56.9,46.4
2021-02-05,"Tooele County",34.6,33.2
2021-02-05,"TriCounty",24.7,27
2021-02-05,"Utah County",38.2,41.6
2021-02-05,"Wasatch County",46.9,36.5
2021-02-05,"Weber-Morgan",28.6,28.7
2021-02-06,"Bear River",16.6,35.2
2021-02-06,"Central Utah",42.7,34.5
2021-02-06,"Davis County",25.9,35.5
2021-02-06,"Salt Lake County",30.5,35.3
2021-02-06,"San Juan",6.5,12.1
2021-02-06,"Southeast Utah",9.9,36.2
2021-02-06,"Southwest Utah",26.6,37.6
2021-02-06,"Summit County",19,40.7
2021-02-06,"Tooele County",36,35
2021-02-06,"TriCounty",15.9,25
2021-02-06,"Utah County",35.7,40.3
2021-02-06,"Wasatch County",11.7,34.4
2021-02-06,"Weber-Morgan",19.8,26.6
2021-02-07,"Bear River",9.6,34.3
2021-02-07,"Central Utah",2.4,34.7
2021-02-07,"Davis County",13.2,35.5
2021-02-07,"Salt Lake County",17,34.8
2021-02-07,"San Juan",6.5,10.3
2021-02-07,"Southeast Utah",14.9,35.2
2021-02-07,"Southwest Utah",19,36.5
2021-02-07,"Summit County",21.4,41.7
2021-02-07,"Tooele County",16.6,34.8
2021-02-07,"TriCounty",7.1,24.7
2021-02-07,"Utah County",18.5,40.6
2021-02-07,"Wasatch County",23.5,31
2021-02-07,"Weber-Morgan",15.8,26.6
2021-02-08,"Bear River",34.8,33.6
2021-02-08,"Central Utah",30.5,35.6
2021-02-08,"Davis County",26.7,34.9
2021-02-08,"Salt Lake County",30.5,33.5
2021-02-08,"San Juan",6.5,10.3
2021-02-08,"Southeast Utah",47.2,27.3
2021-02-08,"Southwest Utah",25,35.8
2021-02-08,"Summit County",40.3,40.7
2021-02-08,"Tooele County",18,31.8
2021-02-08,"TriCounty",23,23.2
2021-02-08,"Utah County",29.7,38.5
2021-02-08,"Wasatch County",11.7,28.9
2021-02-08,"Weber-Morgan",25.7,27.2
2021-02-09,"Bear River",39.1,29.8
2021-02-09,"Central Utah",80.5,36.6
2021-02-09,"Davis County",33.2,32.7
2021-02-09,"Salt Lake County",40.3,32.8
2021-02-09,"San Juan",6.5,8.4
2021-02-09,"Southeast Utah",34.8,27
2021-02-09,"Southwest Utah",55.9,36.7
2021-02-09,"Summit County",38,37.3
2021-02-09,"Tooele County",54,34
2021-02-09,"TriCounty",31.8,22.5
2021-02-09,"Utah County",41,36.3
2021-02-09,"Wasatch County",44,28.9
2021-02-09,"Weber-Morgan",26.1,25.4
2021-02-10,"Bear River",36.4,30.4
2021-02-10,"Central Utah",22,34.7
2021-02-10,"Davis County",40.5,32
2021-02-10,"Salt Lake County",40.5,33.2
2021-02-10,"San Juan",19.6,10.3
2021-02-10,"Southeast Utah",22.4,22.4
2021-02-10,"Southwest Utah",34.1,34.8
2021-02-10,"Summit County",56.9,36.9
2021-02-10,"Tooele County",65,38.2
2021-02-10,"TriCounty",26.5,23
2021-02-10,"Utah County",44.3,36.4
2021-02-10,"Wasatch County",20.5,28.1
2021-02-10,"Weber-Morgan",26.8,25
2021-02-11,"Bear River",34.3,30.4
2021-02-11,"Central Utah",30.5,32.6
2021-02-11,"Davis County",29.8,31
2021-02-11,"Salt Lake County",29,31.9
2021-02-11,"San Juan",13.1,11.2
2021-02-11,"Southeast Utah",14.9,22.7
2021-02-11,"Southwest Utah",36.1,34.8
2021-02-11,"Summit County",56.9,41.4
2021-02-11,"Tooele County",52.6,39.5
2021-02-11,"TriCounty",10.6,19.9
2021-02-11,"Utah County",39.3,35.3
2021-02-11,"Wasatch County",44,28.9
2021-02-11,"Weber-Morgan",27.5,24.3
2021-02-12,"Bear River",25.7,28.1
2021-02-12,"Central Utah",51.2,37.1
2021-02-12,"Davis County",32.4,28.8
2021-02-12,"Salt Lake County",27.6,30.8
2021-02-12,"San Juan",19.6,11.2
2021-02-12,"Southeast Utah",27.3,24.5
2021-02-12,"Southwest Utah",17.5,30.6
2021-02-12,"Summit County",56.9,41.4
2021-02-12,"Tooele County",16.6,37
2021-02-12,"TriCounty",24.7,19.9
2021-02-12,"Utah County",39,35.4
2021-02-12,"Wasatch County",20.5,25.1
2021-02-12,"Weber-Morgan",19.1,23
2021-02-13,"Bear River",20.9,28.7
2021-02-13,"Central Utah",28.1,35
2021-02-13,"Davis County",29.5,29.3
2021-02-13,"Salt Lake County",20.5,29.3
2021-02-13,"San Juan",6.5,11.2
2021-02-13,"Southeast Utah",24.9,26.6
2021-02-13,"Southwest Utah",19.8,29.6
2021-02-13,"Summit County",33.2,43.4
2021-02-13,"Tooele County",16.6,34.2
2021-02-13,"TriCounty",7.1,18.7
2021-02-13,"Utah County",24,33.7
2021-02-13,"Wasatch County",14.7,25.6
2021-02-13,"Weber-Morgan",20.9,23.1
2021-02-14,"Bear River",8.6,28.5
2021-02-14,"Central Utah",3.7,35.2
2021-02-14,"Davis County",11,29
2021-02-14,"Salt Lake County",16,29.2
2021-02-14,"San Juan",0,10.3
2021-02-14,"Southeast Utah",7.5,25.6
2021-02-14,"Southwest Utah",13.5,28.9
2021-02-14,"Summit County",28.5,44.4
2021-02-14,"Tooele County",18,34.4
2021-02-14,"TriCounty",8.8,18.9
2021-02-14,"Utah County",17.1,33.5
2021-02-14,"Wasatch County",26.4,26
2021-02-14,"Weber-Morgan",11.8,22.6
2021-02-15,"Bear River",15.5,25.8
2021-02-15,"Central Utah",15.9,33.1
2021-02-15,"Davis County",15.8,27.4
2021-02-15,"Salt Lake County",17.9,27.4
2021-02-15,"San Juan",0,9.3
2021-02-15,"Southeast Utah",7.5,19.9
2021-02-15,"Southwest Utah",13.9,27.3
2021-02-15,"Summit County",14.2,40.7
2021-02-15,"Tooele County",18,34.4
2021-02-15,"TriCounty",10.6,17.2
2021-02-15,"Utah County",27.3,33.2
2021-02-15,"Wasatch County",26.4,28.1
2021-02-15,"Weber-Morgan",9.9,20.3
2021-02-16,"Bear River",27.3,24.1
2021-02-16,"Central Utah",14.6,23.7
2021-02-16,"Davis County",27.6,26.6
2021-02-16,"Salt Lake County",25.9,25.3
2021-02-16,"San Juan",13.1,10.3
2021-02-16,"Southeast Utah",72.1,25.2
2021-02-16,"Southwest Utah",30.2,23.6
2021-02-16,"Summit County",19,38
2021-02-16,"Tooele County",27.7,30.6
2021-02-16,"TriCounty",33.6,17.4
2021-02-16,"Utah County",31.6,31.8
2021-02-16,"Wasatch County",55.7,29.8
2021-02-16,"Weber-Morgan",20.9,19.6
2021-02-17,"Bear River",33.2,23.6
2021-02-17,"Central Utah",30.5,24.9
2021-02-17,"Davis County",34.6,25.8
2021-02-17,"Salt Lake County",29.2,23.7
2021-02-17,"San Juan",13.1,9.3
2021-02-17,"Southeast Utah",37.3,27.3
2021-02-17,"Southwest Utah",33.3,23.5
2021-02-17,"Summit County",42.7,35.9
2021-02-17,"Tooele County",55.4,29.3
2021-02-17,"TriCounty",35.3,18.7
2021-02-17,"Utah County",49,32.5
2021-02-17,"Wasatch County",44,33.1
2021-02-17,"Weber-Morgan",33.4,20.5
2021-02-18,"Bear River",38.5,24.2
2021-02-18,"Central Utah",28.1,24.6
2021-02-18,"Davis County",26.4,25.3
2021-02-18,"Salt Lake County",22.4,22.8
2021-02-18,"San Juan",13.1,9.3
2021-02-18,"Southeast Utah",32.3,29.8
2021-02-18,"Southwest Utah",30.2,22.6
2021-02-18,"Summit County",26.1,31.5
2021-02-18,"Tooele County",29.1,25.9
2021-02-18,"TriCounty",10.6,18.7
2021-02-18,"Utah County",33.9,31.7
2021-02-18,"Wasatch County",17.6,29.3
2021-02-18,"Weber-Morgan",19.5,19.4
2021-02-19,"Bear River",21.9,23.7
2021-02-19,"Central Utah",22,20.4
2021-02-19,"Davis County",24.2,24.2
2021-02-19,"Salt Lake County",24.3,22.3
2021-02-19,"San Juan",26.1,10.3
2021-02-19,"Southeast Utah",47.2,32.7
2021-02-19,"Southwest Utah",29.8,24.4
2021-02-19,"Summit County",19,26.1
2021-02-19,"Tooele County",44.3,29.9
2021-02-19,"TriCounty",23,18.4
2021-02-19,"Utah County",22.8,29.4
2021-02-19,"Wasatch County",14.7,28.5
2021-02-19,"Weber-Morgan",18.7,19.3
2021-02-20,"Bear River",24.6,24.2
2021-02-20,"Central Utah",17.1,18.8
2021-02-20,"Davis County",18.3,22.5
2021-02-20,"Salt Lake County",21,22.4
2021-02-20,"San Juan",6.5,10.3
2021-02-20,"Southeast Utah",5,29.8
2021-02-20,"Southwest Utah",19.8,24.4
2021-02-20,"Summit County",11.9,23
2021-02-20,"Tooele County",40.1,33.2
2021-02-20,"TriCounty",10.6,18.9
2021-02-20,"Utah County",27.8,30
2021-02-20,"Wasatch County",23.5,29.8
2021-02-20,"Weber-Morgan",18.7,19
2021-02-21,"Bear River",8.6,24.2
2021-02-21,"Central Utah",4.9,19
2021-02-21,"Davis County",7,22
2021-02-21,"Salt Lake County",12.2,21.9
2021-02-21,"San Juan",13.1,12.1
2021-02-21,"Southeast Utah",14.9,30.9
2021-02-21,"Southwest Utah",10.3,23.9
2021-02-21,"Summit County",4.7,19.7
2021-02-21,"Tooele County",11.1,32.2
2021-02-21,"TriCounty",14.1,19.7
2021-02-21,"Utah County",10.1,28.9
2021-02-21,"Wasatch County",8.8,27.2
